street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,JoinID,Name
NA,VANDALIA 1,NA,NA,NA,NA,NA,986,986,G00020300,VANDALIA 1
NA,VANDALIA 2,NA,NA,NA,NA,NA,986,986,G00020301,VANDALIA 2
NA,VANDALIA 3,NA,NA,NA,NA,NA,986,986,G00020302,VANDALIA 3
NA,VANDALIA 4,NA,NA,NA,NA,NA,986,986,G00020303,VANDALIA 4
NA,VANDALIA 5,NA,NA,NA,NA,NA,986,986,G00020304,VANDALIA 5
NA,VANDALIA 6,NA,NA,NA,NA,NA,986,986,G00020305,VANDALIA 6
ASHFORD,ASHFORD,NA,989,1047,990,1048,984,984,G00020306,ASHFORD
COZINE AVE,COZINE AVE,NA,NA,NA,NA,NA,984,984,G00020307,COZINE AVE
ASHFORD,ASHFORD,NA,929,987,930,988,984,984,G00020308,ASHFORD
CLEVELAND,CLEVELAND,NA,1077,1135,1078,1136,984,984,G00020309,CLEVELAND
COZINE AVE,COZINE AVE,NA,NA,NA,NA,NA,984,984,G00020310,COZINE AVE
CLEVELAND,CLEVELAND,NA,1017,1075,1018,1076,984,984,G00020311,CLEVELAND
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020312,LOUISIANA AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020313,LOUISIANA AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020314,LOUISIANA AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,985,985,G00020315,BORDER AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020316,LOUISIANA AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020317,PENNSYLVAN AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,985,985,G00020318,BORDER AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020319,LOUISIANA AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020320,PENNSYLVAN AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020321,LOUISIANA AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,985,985,G00020322,BORDER AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020323,PENNSYLVAN AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020324,LOUISIANA AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,985,985,G00020325,BORDER AVE
NA,WYONA,NA,NA,NA,NA,NA,985,985,G00020326,WYONA
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020327,PENNSYLVAN AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,NA,NA,G00020328,BORDER AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,985,985,G00020329,EGAN AVE
NA,BRADFORD,NA,NA,NA,NA,NA,985,985,G00020330,BRADFORD
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020331,LOUISIANA AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020332,PENNSYLVAN AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,985,985,G00020333,EGAN AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,984,984,G00020334,BORDER AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020335,PENNSYLVAN AVE
NA,L AVE,NA,NA,NA,NA,NA,986,986,G00020336,L AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020337,LOUISIANA AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020338,PENNSYLVAN AVE
NA,VERMONT,NA,NA,NA,NA,NA,985,985,G00020339,VERMONT
NA,BORDER AVE,NA,NA,NA,NA,NA,984,984,G00020340,BORDER AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,985,985,G00020341,EGAN AVE
NA,VAN SICLEN AVE,NA,NA,NA,NA,NA,985,985,G00020342,VAN SICLEN AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020343,LOUISIANA AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020344,PENNSYLVAN AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,984,984,G00020345,BORDER AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,985,985,G00020346,COLLINS AVE
NA,WYONA,NA,NA,NA,NA,NA,985,985,G00020347,WYONA
NA,EGAN AVE,NA,NA,NA,NA,NA,985,985,G00020348,EGAN AVE
NA,HENDRIX,NA,NA,NA,NA,NA,NA,NA,G00020349,HENDRIX
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020350,LOUISIANA AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020351,PENNSYLVAN AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,984,984,G00020352,BORDER AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,985,985,G00020353,COLLINS AVE
NA,BRADFORD,NA,NA,NA,NA,NA,985,985,G00020354,BRADFORD
NA,EGAN AVE,NA,NA,NA,NA,NA,984,984,G00020355,EGAN AVE
SCHENCK AVE,SCHENK AVE,NA,NA,NA,NA,NA,984,984,G00020356,SCHENK AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,985,985,G00020357,COLLINS AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,984,984,G00020358,EGAN AVE
NA,BARBEY,NA,NA,NA,NA,NA,984,984,G00020359,BARBEY
NA,BORDER AVE,NA,NA,NA,NA,NA,984,984,G00020360,BORDER AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020361,LOUISIANA AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020362,PENNSYLVAN AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,985,985,G00020363,COLLINS AVE
NA,VAN SICLEN AVE,NA,NA,NA,NA,NA,985,985,G00020364,VAN SICLEN AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,984,984,G00020365,EGAN AVE
NA,JEROME,NA,NA,NA,NA,NA,984,984,G00020366,JEROME
NA,BORDER AVE,NA,NA,NA,NA,NA,984,984,G00020367,BORDER AVE
NA,VERMONT,NA,NA,NA,NA,NA,985,985,G00020368,VERMONT
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020369,LOUISIANA AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,984,984,G00020370,EGAN AVE
NA,WARWICK,NA,NA,NA,NA,NA,984,984,G00020371,WARWICK
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020372,PENNSYLVAN AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,985,985,G00020373,COLLINS AVE
NA,HENDRIX,NA,NA,NA,NA,NA,985,985,G00020374,HENDRIX
NA,BORDER AVE,NA,NA,NA,NA,NA,984,984,G00020375,BORDER AVE
SCHROEDERS AVE,SCHROEDERS AVE,NA,NA,NA,NA,NA,985,985,G00020376,SCHROEDERS AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,984,984,G00020377,EGAN AVE
NA,ASHFORD,NA,NA,NA,NA,NA,984,984,G00020378,ASHFORD
NA,COLLINS AVE,NA,NA,NA,NA,NA,984,984,G00020379,COLLINS AVE
SCHENCK AVE,SCHENK AVE,NA,NA,NA,NA,NA,984,984,G00020380,SCHENK AVE
NA,WYONA,NA,NA,NA,NA,NA,985,985,G00020381,WYONA
NA,BORDER AVE,NA,NA,NA,NA,NA,984,984,G00020382,BORDER AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020383,LOUISIANA AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020384,PENNSYLVAN AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,NA,NA,G00020385,BORDER AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,984,984,G00020386,EGAN AVE
NA,CLEVELAND,NA,NA,NA,NA,NA,984,984,G00020387,CLEVELAND
SCHROEDERS AVE,SCHROEDERS AVE,NA,NA,NA,NA,NA,985,985,G00020388,SCHROEDERS AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,984,984,G00020389,COLLINS AVE
NA,BARBEY,NA,NA,NA,NA,NA,984,984,G00020390,BARBEY
NA,BORDER AVE,NA,NA,NA,NA,NA,983,983,G00020391,BORDER AVE
NA,BRADFORD,NA,NA,NA,NA,NA,985,985,G00020392,BRADFORD
NA,BORDER AVE,NA,NA,NA,NA,NA,983,983,G00020393,BORDER AVE
LOUISIANA AVE,LOUISIANA AVE,NA,NA,NA,NA,NA,986,986,G00020394,LOUISIANA AVE
NA,BORDER AVE,NA,NA,NA,NA,NA,983,983,G00020395,BORDER AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,984,984,G00020396,EGAN AVE
ELTON,ELTON,NA,NA,NA,NA,NA,984,984,G00020397,ELTON
NA,COLLINS AVE,NA,NA,NA,NA,NA,984,984,G00020398,COLLINS AVE
NA,JEROME,NA,NA,NA,NA,NA,984,984,G00020399,JEROME
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020400,PENNSYLVAN AVE
VANDALIA AVE,VANDALIA AVE,NA,NA,NA,NA,NA,986,986,G00020401,VANDALIA AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,984,984,G00020402,COLLINS AVE
NA,WARWICK,NA,NA,NA,NA,NA,984,984,G00020403,WARWICK
NA,EGAN AVE,NA,NA,NA,NA,NA,984,984,G00020404,EGAN AVE
LINWOOD,LINWOOD,NA,NA,NA,NA,NA,984,984,G00020405,LINWOOD
NA,VAN SICLEN AVE,NA,NA,NA,NA,NA,985,985,G00020406,VAN SICLEN AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020407,PENNSYLVAN AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,984,984,G00020408,COLLINS AVE
NA,ASHFORD,NA,NA,NA,NA,NA,984,984,G00020409,ASHFORD
NA,EGAN AVE,NA,NA,NA,NA,NA,984,984,G00020410,EGAN AVE
ESSEX,ESSEX,NA,NA,NA,NA,NA,983,NA,G00020411,ESSEX
NA,LOCKE AVE,NA,NA,NA,NA,NA,985,985,G00020412,LOCKE AVE
NA,VERMONT,NA,NA,NA,NA,NA,985,985,G00020413,VERMONT
NA,HENDRIX,NA,NA,NA,NA,NA,985,985,G00020414,HENDRIX
NA,EGAN AVE,NA,NA,NA,NA,NA,983,983,G00020415,EGAN AVE
NA,SHEPHERD AVE,NA,NA,NA,NA,NA,983,983,G00020416,SHEPHERD AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,984,984,G00020417,COLLINS AVE
NA,CLEVELAND,NA,NA,NA,NA,NA,984,984,G00020418,CLEVELAND
NA,EGAN AVE,NA,NA,NA,NA,NA,983,983,G00020419,EGAN AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,985,G00020420,PENNSYLVAN AVE
SCHENCK AVE,SCHENK AVE,NA,NA,NA,NA,NA,984,984,G00020421,SCHENK AVE
NA,EGAN AVE,NA,NA,NA,NA,NA,983,983,G00020422,EGAN AVE
NA,ATKINS AVE,NA,NA,NA,NA,NA,983,983,G00020423,ATKINS AVE
NA,LOCKE AVE,NA,NA,NA,NA,NA,985,985,G00020424,LOCKE AVE
NA,WYONA,NA,NA,NA,NA,NA,985,985,G00020425,WYONA
NA,COLLINS AVE,NA,NA,NA,NA,NA,984,984,G00020426,COLLINS AVE
ELTON,ELTON,NA,NA,NA,NA,NA,984,984,G00020427,ELTON
NA,EGAN AVE,NA,NA,NA,NA,NA,983,983,G00020428,EGAN AVE
NA,MONTAUK AVE,NA,NA,NA,NA,NA,983,983,G00020429,MONTAUK AVE
NA,BARBEY,NA,NA,NA,NA,NA,984,984,G00020430,BARBEY
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,985,986,G00020431,PENNSYLVAN AVE
NA,COLLINS AVE,NA,NA,NA,NA,NA,984,984,G00020432,COLLINS AVE
LINWOOD,LINWOOD,NA,NA,NA,NA,NA,984,984,G00020433,LINWOOD
